gene_accession,LBB02e_t2_M_QC,LBB03u_t2_M_QC,LBB05u_t2_M_QC,LBB04u_t2_M_QC,LBB01e_t2_M_QC,LBB03e_t2_M_QC,LBB02u_t2_M_QC,LBB01u_t2_M_QC,LBB05e_t2_M_QC,LBB04e_t2_M_QC
MEG_703/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADER,0,0,0,0,0,0,0,14,0,0
MEG_3071/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSE/RequiresSNPConfirmation,17,0,34,20,19,22,14,16,13,50
MEG_1014/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,0,0,0,0,0,18,0,14,0
MEG_3214/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,121,152,208,179,274,300,211,222,275,214
MEG_7109/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,26,40,26,45,92,62,69,64,117,103
MEG_4026/Drugs/MLS/Macrolide_phosphotransferases/MPH,0,0,0,36,0,0,0,0,0,0
MEG_8087/Biocides/Aldehyde_resistance/Aldehyde_degradation/FORMA,0,0,0,11,27,0,0,0,0,3
MEG_7511/Drugs/Glycopeptides/VanE-type_regulator/VANSE,0,0,0,26,0,0,0,0,0,0
MEG_2801/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,7,3,0,0,57
MEG_8262/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRL,0,0,0,50,44,0,0,0,0,0
MEG_3217/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,39,70,68,96,85,103,171,140,79,79
MEG_6843/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,2,2,0,0
MEG_6581/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,1,0,0,0
MEG_7083/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,4,49,34,49,35,85,137,65,32,61
MEG_7625/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATD,0,0,0,0,0,0,0,10,0,0
MEG_8037/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/CRCB,0,0,0,0,4,0,0,0,0,0
MEG_6662/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,2
MEG_2793/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,0,0,11,0,0,0,12
MEG_7/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1960,2484,3374,3143,5020,4567,4493,3891,6593,6417
MEG_3275/Metals/Copper_resistance/Copper_resistance_protein/HPCOPP,0,0,0,4,0,0,0,0,0,0
MEG_121/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,10,0,0,0,0,0
MEG_6917/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,0,0,0,0
MEG_7835/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YIEF,0,0,3,0,2,7,0,0,9,0
MEG_3065/Drugs/Fusidic_acid/Fusidic_acid-resistant_mutation/FUSA/RequiresSNPConfirmation,202,265,433,248,438,456,327,360,595,855
MEG_3180/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,43,47,67,0,0,0,68,46
MEG_5346/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,156,225,341,198,166,242,157,244,319,172
MEG_7127/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,22,22,19,22,53,41,39,33,72,58
MEG_2/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,2100,2224,4194,3228,4945,7656,3881,4344,7792,5264
MEG_6926/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_7138/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,14,16,14,12,33,22,13,18,43,20
MEG_6125/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,62,170,194,226,168,308,318,307,236,165
MEG_7163/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,34,10,14,22,34,32,22,26,46,36
MEG_5856/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/QACR,0,0,0,0,10,22,0,0,0,0
MEG_6825/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3131/Drugs/betalactams/Class_A_betalactamases/GES,0,0,0,0,0,0,14,0,0,0
MEG_3740/Drugs/Multi-drug_resistance/MDR_23S_rRNA_mutation/MDR23S/RequiresSNPConfirmation,29,0,20,28,0,0,0,0,0,0
MEG_7498/Drugs/Glycopeptides/VanC-type_regulator/VANSC,0,0,0,28,0,26,0,0,28,0
MEG_763/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,21,0,0,0
MEG_3738/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,0,0,0,0,14,0
MEG_3983/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1806,2560,2975,2480,1793,3226,2135,0,4185,5486
MEG_1599/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,4,0,0,0,0,0,0
MEG_1489/Drugs/betalactams/Class_B_betalactamases/CAM,0,0,0,0,0,26,0,0,0,0
MEG_7616/Drugs/Glycopeptides/VanA-type_accessory_protein/VANZA,0,0,0,0,0,0,8,0,0,0
MEG_1107/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/ARIR,0,0,0,0,0,0,4,0,0,0
MEG_8010/Drugs/betalactams/Class_A_betalactamases/CARB,0,0,20,0,0,0,0,0,0,0
MEG_6606/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,0
MEG_6751/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_7183/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,150,0,0,0,0,0,0,0,0
MEG_6626/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,6,6,18,6,15,25,37,16,59,11
MEG_7154/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,0,0,0,6,2,0
MEG_2043/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/COPBM,0,0,0,0,60,0,0,0,0,0
MEG_3208/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,107,98,203,185,234,313,206,188,251,188
MEG_6126/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,84,115,193,152,273,185,216,162,325,364
MEG_6893/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_3028/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSX,0,0,0,0,6,0,0,0,0,0
MEG_7520/Drugs/Glycopeptides/VanM-type_regulator/VANSM,0,0,0,0,0,36,0,0,18,0
MEG_7622/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATB,0,0,0,24,0,0,0,0,16,0
MEG_1010/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,50,0,0,100,0,0,0,40,0,0
MEG_7312/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,636,847,1347,1155,1443,2324,1300,1586,1983,1488
MEG_7315/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,39,59,94,95,104,167,62,106,141,85
MEG_6787/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
