gene_accession,CRA08u_t2_M_BC,CRA10e_t2_M_BC,CRA06u_t2_M_BC,CRA07u_t2_M_BC,CRA06e_t2_M_BC,CRA10u_t2_M_BC,CRA08e_t2_M_BC,CRA09u_t2_M_BC,CRA07e_t2_M_BC,CRA09e_t2_M_BC
MEG_5786/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_regulator/PHOR,37,0,33,0,0,13,20,10,10,12
MEG_8650/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACH,0,0,54,0,0,57,0,0,0,0
MEG_4060/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MREA,0,0,0,0,0,0,0,0,0,16
MEG_5400/Drugs/betalactams/Penicillin_binding_protein/PBP2,105,0,189,0,37,108,48,94,117,68
MEG_7019/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,2,0,0,0,12,0,0,0,0
MEG_5384/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,11,0,0,44,0,0,0,35
MEG_3753/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDTG,0,0,0,0,0,13,0,0,0,0
MEG_6621/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,32,7,19,20,20,79,32,38,2,12
MEG_2116/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,29,8,23,0,0,12,0,2,38,16
MEG_255/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,14,0,0,0,0
MEG_7025/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,15,0,0,23,104,0,0,6,0
MEG_3201/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,157,29,244,0,13,48,24,101,239,33
MEG_7066/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,6,12,37,8,8,6,6,133,8,0
MEG_6878/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,6,0
MEG_1589/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,10,0,0,0,0
MEG_6894/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,4,0,0,0
MEG_7067/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,7,6,25,6,8,14,0,178,3,4
MEG_6842/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,2
MEG_6791/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_3141/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/GLPF,10,0,28,0,0,14,0,0,0,0
MEG_6825/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6117/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,60,54,87,59,138,41,91,97,151
MEG_2730/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRD,29,0,49,0,0,23,0,0,0,6
MEG_3892/Metals/Mercury_resistance/Mercury_resistance_protein/MERT,0,0,0,0,0,0,0,12,0,0
MEG_846/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,1
MEG_2766/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,16,0,0,0,0,0,8,16,0
MEG_2444/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CUID,17,0,36,0,0,0,0,0,0,0
MEG_3287/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPA,13,2,0,0,0,25,0,52,6,0
MEG_3224/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,59,73,68,37,44,89,36,51,34,21
MEG_3237/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,43,106,79,82,57,122,59,53,70,74
MEG_1048/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,0,0,0,0,12,0,0,0
MEG_7168/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,0,0,0,2,0,0,0,0
MEG_7250/Drugs/Mycobacterium_tuberculosis_specific_Drug/Para_aminosalicylic_acid_resistant_mutant/THYA/RequiresSNPConfirmation,28,102,72,55,66,125,58,35,60,83
MEG_7107/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,8,16,9,3,13,14,5,13,27,15
MEG_6891/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,8,0,0,0,2,0
MEG_7617/Drugs/Glycopeptides/VanA_type_accessory_protein/VANZA,0,0,0,11,0,0,0,0,0,2
MEG_306/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,8,0,0,0,0,0,0,0
MEG_7482/Drugs/Glycopeptides/VanL_type_regulator/VANRI,0,0,0,0,0,48,0,0,0,0
MEG_5394/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,120,85,95,0,82,256,88,153,113,149
MEG_8678/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,136,107,194,166,66,190,49,203,137,95
MEG_2804/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,21,2,0,5,12,5,5,8,33
MEG_4383/Drugs/Tetracyclines/Tetracycline_resistance_ABC_efflux_pumps/OTRC,32,0,0,0,0,0,0,0,0,0
MEG_2120/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,9,0,17,0,0,7,0,0,19,15
MEG_6872/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_1491/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/CARA,40,78,0,0,0,120,0,0,0,0
MEG_5333/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,8,0,8,0,0,35,0,0,0,10
MEG_1107/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/ARIR,0,0,0,0,0,3,0,0,0,0
MEG_6868/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3080/Biocides/Acid_resistance/Acid_resistance_regulator/GADE,0,0,0,0,0,19,0,0,0,0
MEG_5395/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PAREF/RequiresSNPConfirmation,0,24,0,0,0,42,0,0,0,28
MEG_963/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_6539/Biocides/Multi_biocide_resistance/Multi_biocide_MFS_efflux_pump/SMVA,15,0,0,0,0,0,0,0,0,0
MEG_3990/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,492,1004,1470,1090,916,1641,698,596,1008,903
MEG_6615/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,12,4,0,1,0,0,0,0
MEG_4663/Drugs/betalactams/Class_D_betalactamases/OXA,0,16,0,0,0,0,0,0,0,0
MEG_7472/Drugs/Glycopeptides/VanC_type_regulator/VANRC,0,34,36,0,10,0,0,20,0,0
MEG_7065/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,6,16,22,6,7,20,2,217,16,4
MEG_1028/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_7046/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,100,109,162,154,121,215,102,90,91,165
MEG_837/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,2,0,0,0,0
MEG_2955/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,3,0,16,0,0,3,0,0,5,3
MEG_7303/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,201,747,629,862,502,1292,369,724,1180,1242
MEG_6875/Drugs/betalactams/Class_A_betalactamases/TEM,17,20,5,6,237,10,21,9,53,64
MEG_2719/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_regulator/EMHR,0,0,0,0,0,0,8,0,0,0
MEG_3231/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,72,0,190,111,0,192,0,66,0,87
MEG_6118/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,153,822,440,1058,366,1184,183,836,1327,1520
MEG_6671/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,0,0
MEG_6591/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,6,0,0,0,0,0,0,0
MEG_3985/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,194,285,405,363,296,399,180,124,256,228
MEG_6812/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_1097/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,9,14,0,7,12,18,0,9,13,32
MEG_776/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,5,0,0,0,0
MEG_6704/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_1610/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,0,0,4,0,0,0,0
MEG_2630/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,2,0,0,0,0
MEG_7820/Biocides/Acid_resistance/Acid_resistance_protein/YDEP,0,0,0,0,0,37,0,0,0,0
MEG_7234/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,3,4,0,0,6,0,0,2,4
MEG_7974/Drugs/betalactams/Class_C_betalactamase_regulator/AMPCR/RequiresSNPConfirmation,0,0,0,0,0,7,0,0,0,0
MEG_6113/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,1624,1713,2149,1785,2136,3015,1686,1452,2082,2335
MEG_7223/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,4,17,22,4,3,13,10,14,12,9
MEG_6745/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,0,0
MEG_7305/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,116,243,293,201,138,319,137,116,144,163
MEG_2739/Drugs/Cationic_antimicrobial_peptides/Lipid_A_modification/EPTA,0,0,0,0,0,132,0,0,0,0
MEG_4160/Metals/Chromium_resistance/Chromium_resistance_protein/NFSA,3,0,13,0,0,26,0,20,14,8
MEG_7316/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,130,149,114,133,198,243,154,123,174,168
MEG_2803/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,6,28,8,14,68,2,10,22,57,69
MEG_1095/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,17,24,0,9,21,18,0,15,16,32
MEG_11/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,460,1000,1183,1175,827,1770,685,1055,1449,1455
MEG_7047/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,78,117,123,105,108,209,62,99,104,199
MEG_2606/Drugs/betalactams/Class_C_betalactamases/DHA,0,0,0,0,2,0,0,0,0,0
MEG_2393/Drugs/betalactams/Class_A_betalactamases/CTX,0,1,0,0,0,1,0,0,0,0
MEG_5349/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,90,0,0,173,0,0,0,0
MEG_6589/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,0,0,0,0,0,0,0
MEG_2043/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/COPBM,0,108,0,0,0,136,0,0,0,0
MEG_2132/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CRP,146,88,178,120,90,216,92,155,164,89
MEG_5321/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/OXYRKP,52,0,122,0,3,29,16,40,141,23
MEG_3295/Drugs/Mupirocin/Mupirocin_resistant_isoleucyl_tRNA_synthetase/ILES,403,831,984,725,721,1126,386,409,652,696
MEG_891/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,0,1
MEG_8146/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,18,0,0,0,0,21,0,52,82,12
MEG_6624/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,7,14,10,19,10,70,37,39,5,4
MEG_3214/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,215,246,241,342,151,478,211,253,205,196
MEG_1096/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,13,17,0,13,20,21,0,19,27,42
MEG_7471/Drugs/Glycopeptides/VanC_type_regulator/VANRC,0,30,20,28,0,22,20,20,0,0
MEG_3447/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KDEA,56,0,50,0,0,10,0,38,99,7
MEG_6727/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,2,0,0,0,2,0
MEG_2115/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,104,4,133,0,0,30,6,116,100,41
MEG_6049/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/RCNB,0,0,0,0,0,7,0,0,0,0
MEG_6881/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,13,0,0,0,6,0
MEG_3641/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/LSA,0,0,0,0,0,0,54,0,0,0
MEG_4173/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,0,0,0,0,34,0,0,0,0
MEG_8693/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SEPA,0,0,0,0,0,0,0,12,0,6
MEG_1701/Metals/Sodium_resistance/Sodium_resistance_protein/CHAA,27,0,53,0,0,63,0,14,41,11
MEG_6959/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERE,5,0,42,0,0,0,0,0,0,7
MEG_6951/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,2
MEG_705/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ADET1,0,0,0,0,0,68,0,0,0,0
MEG_6720/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,2,0
MEG_6701/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_6666/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,2,0,2,0,2
MEG_5409/Drugs/betalactams/Penicillin_binding_protein/PBP4B,0,0,0,0,0,21,0,4,0,0
MEG_9/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,456,1344,1371,1483,999,2272,760,1165,1679,1523
MEG_8143/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GRLB/RequiresSNPConfirmation,0,10,0,15,0,37,0,0,14,23
MEG_5373/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,174,412,222,625,178,791,126,479,623,767
MEG_6629/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,11,6,9,15,21,88,27,26,7,0
MEG_3296/Drugs/Mupirocin/Mupirocin_resistant_isoleucyl_tRNA_synthetase/ILES/RequiresSNPConfirmation,96,292,195,215,115,476,158,246,291,180
MEG_3071/Drugs/Fusidic_acid/Fusidic_acid_resistant_mutation/FUSE/RequiresSNPConfirmation,13,18,12,72,40,112,17,74,150,92
MEG_6017/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRS,0,0,0,0,0,4,0,0,0,0
MEG_6924/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_2181/Drugs/betalactams/Class_A_betalactamases/CTX,0,2,0,0,0,0,0,0,0,0
MEG_1143/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSA,0,0,13,0,39,0,0,0,0,0
MEG_6082/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ROBA,15,0,18,0,0,32,11,0,0,6
MEG_7134/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,10,28,28,30,31,38,14,21,37,42
MEG_3737/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,8,9,0,0,24,0,0,0,0
MEG_2909/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/FIEF,0,0,0,0,0,34,0,45,30,11
MEG_1281/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,0,5,0,0,0,0
MEG_7823/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEA,8,0,20,16,0,9,16,10,0,0
MEG_7864/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/ZRAS,0,0,0,0,0,29,0,2,0,0
MEG_7287/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/TTGA,0,0,14,0,0,0,0,0,0,0
MEG_6754/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,6,0,0,0,4,0
MEG_2690/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBB,0,0,0,0,0,8,0,4,0,0
MEG_2841/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,0,52,0,0,0,0,0,0,0,0
MEG_7296/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/TTGR,0,0,0,0,0,0,0,41,0,0
MEG_2805/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,31,4,10,26,5,12,20,70,203
MEG_6138/Drugs/Glycopeptides/Vancomycin_resistant_mutation/RPOC/RequiresSNPConfirmation,266,488,581,600,458,788,366,559,875,773
MEG_1128/Drugs/Rifampin/Rifampin_ADP_ribosyltransferase_Arr/ARR,0,14,0,0,0,0,0,0,0,0
MEG_3202/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,42,58,0,0,0,0,0,0,0
MEG_6631/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,2,0,0,0,0,14,0,4,0,0
MEG_8289/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPK/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,6,2
MEG_2737/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRY,0,0,0,0,0,43,0,0,0,0
MEG_8080/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/EPTB,44,16,73,0,0,34,4,84,68,13
MEG_6611/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,2,0,0,0,0,0,0,0
MEG_3874/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,0,0,0,0,6,0,0,0,0
MEG_795/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,0,2
MEG_3722/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/MCR,0,0,0,0,0,54,0,0,0,0
MEG_7126/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,11,51,32,54,48,39,30,27,62,38
MEG_394/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,0,0,0,0,0,5
MEG_6836/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,2,0,0,0,0,0
MEG_8144/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,26,17,48,0,10,21,0,31,8,11
MEG_2091/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORC,12,8,48,0,5,19,9,74,53,14
MEG_5802/Multi_compound/Drug_and_metal_resistance/Drug_and_metal_MFS_efflux_pumps/PMRG,6,0,0,0,0,0,0,0,0,0
MEG_4762/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,2,0,0,0,0
MEG_3066/Drugs/Fusidic_acid/Ribosomal_zinc_binding_protein/FUSB,0,0,0,0,0,0,14,0,0,0
MEG_3200/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,73,431,186,711,176,959,111,609,750,1030
MEG_5348/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,22,0,17,0,13,34,0,0,16,0
MEG_2649/Drugs/betalactams/Class_B_betalactamases/DIM,0,0,0,0,0,0,14,0,0,0
MEG_7256/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/TLRC,0,58,34,0,0,0,0,0,0,0
MEG_6627/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,18,6,21,9,12,80,48,39,9,4
MEG_8700/Multi_compount/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITABCD,122,0,131,0,0,305,77,0,0,25
MEG_4843/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,24,0,0,0,0,0,0,0
MEG_6863/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3988/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,373,855,1110,1390,719,1925,482,927,1526,1252
MEG_7301/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,157,114,197,179,186,270,136,316,253,133
MEG_6801/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_6550/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/SOXRB,0,0,7,0,0,2,0,4,0,0
MEG_6703/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,2,0,2,0,0,2
MEG_3179/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,111,97,146,156,109,186,77,143,89,0
MEG_1191/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,24,0,51,0,0,28,22,23,23,19
MEG_8677/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,48,43,46,55,45,109,50,54,43,31
MEG_6577/Biocides/Multi_biocide_resistance/Multi_biocide_SMR_efflux_pump/SUGE,0,0,6,0,0,4,0,2,0,0
MEG_1193/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,18,0,48,0,0,45,0,12,16,0
MEG_3763/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTN,0,0,0,0,0,37,0,0,0,0
MEG_3205/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,12,0,12,7,0,152,116,0
MEG_1727/Drugs/Multi_drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CLBB,0,0,0,24,0,154,0,11,76,80
MEG_3290/Biocides/Acetate_resistance/Acetate_resistance_protein/ICLR,3,0,17,0,0,14,0,0,0,0
MEG_8252/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1240,1321,1660,1769,1391,2710,1240,1463,1512,1013
MEG_6093/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,423,1134,1234,772,855,1442,554,454,826,726
MEG_7313/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,133,339,253,469,219,605,119,393,667,769
MEG_5391/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,14,48,24,27,16,30,21,31,29,35
MEG_7127/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,7,17,26,25,32,17,15,13,36,34
MEG_8443/Drugs/Pleuromutilin/Pleuromutilin_resistant_23S_rRNA_mutation/P23S/RequiresSNPConfirmation,517,177,292,273,205,446,162,150,155,189
MEG_2937/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,84,0,0,0,0,0,0,0,0,0
MEG_8675/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOCR/RequiresSNPConfirmation,316,833,969,714,622,1037,444,411,640,563
MEG_6893/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,1,2
MEG_1237/Drugs/betalactams/Class_A_betalactamases/BLA1,0,0,0,12,0,64,0,0,14,11
MEG_763/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,21,7,0,0,0,0,0,0
MEG_988/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,68,0,0,0,0
MEG_7606/Drugs/Glycopeptides/VanF_type_accessory_protein/VANYF,0,0,0,13,0,130,14,19,83,68
MEG_6845/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,8,0,0,0,0,0
MEG_3199/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,108,82,136,78,68,240,68,97,73,0
MEG_4223/Drugs/Oxazolidinone/Oxazolidinone_resistant_23S_rRNA_mutation/O23S/RequiresSNPConfirmation,3629,12460,10687,16044,7638,22809,5758,12646,19619,17840
MEG_6086/Drugs/Rifampin/Rifampin_phosphotransferase/RPH,0,0,64,149,0,179,0,86,123,90
MEG_2806/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,2,40,11,10,65,0,9,10,48,72
MEG_5366/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,27,0,17,0,30,0,28,25,23
MEG_3917/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXK,44,0,30,0,0,0,0,0,0,20
