gene_accession,CAS09e_t2_M_AB,CAS08e_t2_M_AB,CAS07e_t2_M_AB,CAS09u_t2_M_AB,CAS08u_t2_M_AB,CAS07u_t2_M_AB,CAS10u_t2_M_AB,CAS06u_t2_M_AB,CAS10e_t2_M_AB,CAS06e_t2_M_AB
MEG_2091/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORC,10,39,30,70,10,30,28,28,22,19
MEG_7084/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,50,40,81,41,62,14,46,83,24,41
MEG_3208/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,216,162,166,277,203,212,195,178,142,170
MEG_7230/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,2,5,10,6,4,34,10,0,8,10
MEG_1846/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,1,0,0
MEG_6644/Drugs/Multi_drug_resistance/Multi_drug_MFS_efflux_pumps/TAP,0,0,0,0,0,0,4,0,0,0
MEG_3243/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,78,0,129,89,66,0,0,0
MEG_7138/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,0,0,9,5,8,20,10,12,9,9
MEG_1091/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,6,10,14,5,0,0,8,4,21,2
MEG_6884/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_3289/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,11,0,16,0,2,0,10,7,1
MEG_411/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,2,0,19,3,0,7,4,18,29
MEG_6539/Biocides/Multi_biocide_resistance/Multi_biocide_MFS_efflux_pump/SMVA,0,30,33,31,0,0,0,26,14,37
MEG_6631/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,0,2,0,0,0,2,2,3,0,0
MEG_7032/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,4,0,0,0,2,0,2,0
MEG_490/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,6,0,0
MEG_410/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,0,17,0,44,0,0,0,24,16,8
MEG_6889/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_6726/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_6095/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,54,0,0,0,69,0,0
MEG_1163/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSCM,0,0,0,1,0,0,0,0,2,0
MEG_6544/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODB,0,12,0,0,0,0,0,14,0,5
MEG_6697/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7235/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,10,4,2,14,4,2,4,2
MEG_3238/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,28,43,20,101,20,34,40,55,40,49
MEG_8261/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRH,0,0,0,0,0,0,52,40,0,0
MEG_6615/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,2,0,0,0
MEG_6734/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,1,0,0,0,0
MEG_7867/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,0,7,2,7,0,0,0,2,16,3
MEG_2692/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBC,0,16,0,16,0,2,0,5,18,3
MEG_3240/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,17,0,0,103,0,0,0,0,42,0
MEG_5423/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/PCOE,0,5,0,0,0,0,0,0,0,0
MEG_5350/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,20,0,0,24,0
MEG_3663/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/MARR,0,0,0,2,0,0,4,0,0,4
MEG_8289/Drugs/Multi_drug_resistance/MDR_mutant_porin_proteins/OMPK/RequiresSNPConfirmation,0,0,10,41,0,5,0,9,18,9
MEG_7819/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/YDEO,0,0,0,0,0,0,0,0,9,0
MEG_6535/Biocides/Multi_biocide_resistance/Multi_biocide_ABC_efflux_pump/SMRA,0,0,0,0,0,0,0,0,13,0
MEG_6108/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,159,83,103,176,151,159,154,133,85,120
MEG_7063/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,0,0,0,0,0,9,7,0,13,0
MEG_761/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,5,0,0,0
MEG_6053/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/RECGM,0,0,18,54,0,0,0,25,0,24
MEG_6654/Metals/Copper_resistance/Copper_resistance_protein/TCRZ,0,0,10,0,0,0,0,0,0,0
MEG_6743/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_4002/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODA,0,21,0,17,0,2,14,5,26,7
MEG_1107/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/ARIR,0,0,0,0,0,0,1,0,1,0
MEG_279/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,36,0,0
MEG_7974/Drugs/betalactams/Class_C_betalactamase_regulator/AMPCR/RequiresSNPConfirmation,2,0,0,0,4,0,1,0,3,0
MEG_1053/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,4,6,17,7,0,2,11,0,12,15
MEG_3143/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,0,16,0,19,31,20,0,94,0,0
MEG_7119/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,0,0,5,11,0,10,11,13,0,18
MEG_3992/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,11424,7766,8844,16732,13383,19477,11783,10862,9040,10929
MEG_1181/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,21,7,23,0,15,3,13,11,8
MEG_6837/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_3765/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTP,0,0,0,0,0,0,6,0,26,0
MEG_7981/Drugs/betalactams/Class_A_betalactamases/BKC,0,0,0,0,0,0,0,0,0,18
MEG_3237/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,98,13,101,118,94,103,63,64,43,71
MEG_6162/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,1,0,0,0,0,0,0,0,0
MEG_7622/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATB,28,0,0,0,0,0,0,0,16,0
MEG_5382/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,106,98,151,229,160,153,139,151,157,136
MEG_6900/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,2
MEG_2799/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,2,12,5,17,22,7,12,5,3
MEG_6760/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_6949/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_6167/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,3,0,0,0,0,0,0,0,0
MEG_7118/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,29,14,46,38,18,68,40,44,35,36
MEG_1112/Drugs/betalactams/Class_A_betalactamases/ARL,0,0,0,0,0,0,0,12,0,0
MEG_6120/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,76,0,0,0,0,154,155,0,0
MEG_3561/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,0,0,0,0,0,2,0
MEG_6730/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,0,0,0,0
MEG_3978/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,506,225,373,342,359,406,299,301,503,219
MEG_7856/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,0,30,13,67,0,14,12,22,14,5
MEG_6101/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,42,39,65,44,54,60,61,44,75,41
MEG_5366/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,13,0,0,29,0,0,0,0,0,0
MEG_2959/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,11,4,25,0,4,2,12,8,11
MEG_1173/Metals/Arsenic_resistance/Arsenic_resistance_regulator/ARSR,0,0,0,1,0,0,3,0,8,2
MEG_6139/Drugs/Lipopeptides/Daptomycin_resistant_beta_subunit_of_RNA_polymerase_RpoC/RPOCL/RequiresSNPConfirmation,1452,1081,1598,2160,1549,2080,1678,1479,1507,1553
MEG_1578/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,7,0,0
MEG_8251/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1145,493,953,1407,849,1405,1256,581,1294,1146
MEG_3976/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,5141,5004,5183,4963,5513,5405,5712,5079,5191,5073
MEG_6085/Drugs/Rifampin/Monooxygenase/ROX,0,0,0,0,0,0,0,0,2,0
MEG_7037/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,62,55,85,80,69,82,99,70,93,66
MEG_4352/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,4,10,0,0,0,0,0,0
MEG_2846/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,17,2,3,15,23,25,13,18,17,4
MEG_6052/Metals/Chromium_resistance/Chromium_resistance_protein/RECG,0,0,0,3,0,0,0,6,2,10
MEG_1151/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSBM,0,8,0,20,0,6,8,4,15,0
MEG_1019/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,12,15,23,1,3,16,21,3,9,23
MEG_3605/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,0,0,0,8
MEG_6121/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,123,110,168,158,155,210,215,152,144,195
MEG_7865/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/ZUPT,0,10,4,11,0,0,7,9,12,6
MEG_8695/Drugs/betalactams/Class_C_betalactamases/SFDC,0,0,16,0,0,0,0,0,0,8
MEG_2994/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,1,0,6,0,0,0,2,0,7
MEG_2137/Drugs/betalactams/Class_A_betalactamases/CSP,0,0,0,0,0,0,0,34,0,0
MEG_2842/Drugs/MLS/23S_rRNA_methyltransferases/ERMQ,0,0,0,0,0,0,0,16,0,0
MEG_6131/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,155,143,195,245,246,280,254,181,220,233
MEG_5817/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,0,28,7,90,0,11,7,34,8,26
MEG_7209/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,0,6,3,0,2,0,2
MEG_3194/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,20,0,18,0,27
MEG_445/Drugs/betalactams/Class_C_betalactamases/ACT,0,8,0,2,0,0,0,2,0,0
MEG_7265/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/TOLC,0,0,0,0,0,0,0,0,2,0
MEG_7895/Drugs/betalactams/Class_C_betalactamases/ACT,0,4,0,0,0,0,0,4,0,2
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,3,3,13,5,0,2,3,5,2,16
MEG_4353/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,4,0,6,0,0,0,0,0,0
MEG_1155/Metals/Arsenic_resistance/Arsenic_resistance_protein/ARSC,0,0,0,0,6,0,0,0,0,0
MEG_5368/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,92,73,0,115,0,63,55,0,0,0
MEG_8686/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/RSMA,6,0,6,10,12,10,14,10,10,2
MEG_2991/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSA,0,0,0,3,0,0,0,2,3,0
MEG_2680/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,2,0,0,0,0,0,8,4,2
MEG_1580/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,2,0,0
MEG_7595/Drugs/Glycopeptides/VanA_type_accessory_protein/VANYA,0,0,0,0,0,0,0,0,11,0
MEG_6082/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ROBA,0,14,5,31,0,17,4,23,24,10
MEG_6046/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_regulator/RAMR/RequiresSNPConfirmation,0,0,0,2,0,0,0,0,8,0
MEG_7312/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,1579,1204,1814,2405,1782,2038,1792,1679,1858,1813
MEG_3285/Metals/Nickel_resistance/Nickel_resistance_protein/HUPN,0,0,0,16,0,0,0,0,0,0
MEG_7330/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,0,90,30,172,0,26,14,65,38,62
MEG_1916/Drugs/betalactams/Class_C_betalactamases/CMY,0,0,0,0,0,0,0,4,0,0
MEG_2706/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_ABC_efflux_pumps/EFRA,0,0,0,273,0,0,0,0,47,0
MEG_3974/Drugs/betalactams/Class_C_betalactamases/MIR,0,0,0,0,0,0,0,3,0,0
MEG_2444/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CUID,0,8,5,16,0,14,0,12,7,18
MEG_6123/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,109,69,71,136,107,94,115,71,124,105
MEG_7884/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,6,0,5,0,3,0,6,8,0
MEG_3999/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MNTP,0,0,2,4,0,0,0,1,12,0
MEG_2673/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,3,0
MEG_7051/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,100,94,120,148,95,122,153,111,102,119
MEG_2445/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/CUID,0,20,13,13,0,6,0,11,5,21
MEG_4325/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,10,13,13,0,0,0,0,6,3
MEG_6143/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/RPSJ/RequiresSNPConfirmation,0,0,0,3,2,0,0,0,0,0
MEG_7237/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,2,8,4,14,8,8,4,4,0
MEG_6519/Biocides/Multi_biocide_resistance/Multi_biocide_ABC_efflux_pump/SMDA,0,69,21,89,0,54,0,51,66,51
MEG_3246/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,106,0,89,93,63,91,69,75,100,81
MEG_2701/Biocides/Acid_resistance/Acid_resistance_protein/EEFA,0,49,18,99,0,8,0,21,27,32
MEG_7459/Drugs/Glycopeptides/VanA_type_regulator/VANRA,0,0,0,0,0,0,0,0,3,0
MEG_4011/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODC,38,0,26,0,0,0,28,0,0,0
MEG_8671/Drugs/MLS/Macrolide_resistant_50S_rRNA_mutation/RPLD/RequiresSNPConfirmation,117,76,108,226,152,125,160,124,106,108
MEG_5321/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/OXYRKP,0,93,31,237,2,31,6,64,53,45
MEG_8653/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,2,0,0,0,0,0,10
MEG_3998/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/MNTH,0,45,20,79,0,28,15,22,52,33
MEG_3514/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNE,0,6,0,18,0,3,0,9,3,3
MEG_4171/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKD,0,0,0,14,0,0,5,0,10,3
MEG_7309/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,153,247,291,398,213,244,205,266,265,226
MEG_3460/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/KMRA,0,20,25,51,0,20,0,18,30,8
MEG_6552/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_resistance_regulator/SOXS/RequiresSNPConfirmation,0,15,8,29,0,0,0,8,6,3
MEG_6926/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7184/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETQ,0,0,6,0,6,0,8,14,0,0
MEG_2683/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,2,0,1,2,0,0,5
MEG_6909/Drugs/betalactams/Class_A_betalactamases/TEM,6,0,4,0,0,0,0,2,0,0
MEG_4170/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKC,0,12,2,46,0,18,0,0,31,26
MEG_1210/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,12,0,40,0,2,4,12,15,11
MEG_2115/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,73,24,176,14,35,15,66,32,82
MEG_3226/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,17
MEG_6724/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6503/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_pumps/SILE,0,3,0,0,0,4,0,0,0,0
MEG_7038/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,119,85,129,147,70,108,111,91,99,133
MEG_3448/Drugs/Aminoglycosides/Aminoglycoside_efflux_pumps/KDPE,0,12,3,18,0,11,3,14,18,5
MEG_7111/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,15,16,39,16,28,55,32,38,15,17
MEG_5387/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,21,0,0,0,0,15,0
MEG_1122/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/ARNA,0,10,0,55,0,13,0,14,10,15
MEG_4122/Metals/Multi_metal_resistance/Multi_metal_MFS_efflux_regulator/NCRB,0,6,0,0,0,0,0,0,0,0
MEG_2732/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRK,0,0,0,0,0,0,4,0,12,0
MEG_3622/Biocides/Acetate_resistance/Acetate_resistance_protein/LPDT,0,55,27,115,0,5,9,75,57,44
MEG_7057/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,12,13,10,11,5,20,11,4,15,3
MEG_7302/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,112,139,141,298,141,182,153,137,219,147
MEG_3740/Drugs/Multi_drug_resistance/MDR_23S_rRNA_mutation/MDR23S/RequiresSNPConfirmation,0,0,0,25,0,0,0,0,17,0
MEG_7818/Biocides/Peroxide_resistance/peroxide_resistance_protein/YDEI,0,0,0,0,0,0,5,0,2,0
MEG_7857/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUB,0,0,0,0,0,0,0,1,7,0
MEG_5357/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,18,0,0,30,0,0
MEG_4061/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/MSBA,0,76,57,164,0,45,30,55,81,59
MEG_7129/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,15,11,19,21,6,27,23,10,10,14
MEG_3835/Drugs/Multi_drug_resistance/Multi_drug_MATE_efflux_pump/MEPB,0,0,0,38,0,0,0,0,0,0
MEG_7130/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,6,0,5,0,23,14,21,10,7,14
MEG_7488/Drugs/Glycopeptides/VanA_type_regulator/VANSA,0,0,0,0,0,0,0,0,11,0
MEG_398/Metals/Arsenic_resistance/Arsenic_resistance_membrane_transporter/ACR3,46,0,0,0,0,40,0,46,0,0
MEG_7210/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,6,14,35,18,45,49,12,27,26,8
MEG_1058/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,1,4,3,0,4,0,1,4,4
MEG_2734/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_regulator/EMRR,0,36,18,57,0,3,0,34,28,19
MEG_4281/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,16,0,0,0,2,13,11
MEG_8273/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORC,0,0,0,0,0,0,0,38,0,0
MEG_6629/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,18,15,26,6,10,18,27,28,2,15
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,5,4,2,8,11,12,5,2,11,4
MEG_6619/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,7,3,0,0,4,2,5,8,2,11
MEG_1211/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,0,12,0,0,2,2,2,6
MEG_8460/Drugs/betalactams/Penicillin_binding_protein/PBP4/RequiresSNPConfirmation,0,0,0,0,0,4,6,0,10,0
MEG_4329/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,11,0,0,0,2,8,0
MEG_6540/Biocides/Peroxide_resistance/peroxide_resistance_protein/SODA,0,50,20,71,0,8,20,24,38,35
MEG_1055/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,9,2,1,0,5,1,2,5
MEG_3249/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,44,0,62,43,82,0,60,62,44,0
MEG_2435/Drugs/betalactams/Class_A_betalactamases/CTX,4,6,76,25,30,6,0,4,13,4
MEG_7862/Metals/Zinc_resistance/Zinc_resistance_regulator/ZRAR,0,10,0,29,0,0,6,19,31,8
MEG_4333/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,6,10,8,0,0,0,0,3,0
MEG_427/Drugs/betalactams/Class_C_betalactamases/ACT,0,2,0,0,0,0,0,0,0,0
MEG_7214/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,14,12,26,19,20,35,3,18,13,10
MEG_7124/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,13,10,21,24,17,51,25,15,17,32
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,14,16,35,0,0,0,22,12
MEG_3574/Drugs/betalactams/Class_A_betalactamases/LEN,0,0,0,6,0,0,0,0,0,0
MEG_6632/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,16,16,21,6,5,17,14,24,0,28
MEG_7894/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,0,6
MEG_3069/Drugs/Fusidic_acid/Ribosomal_zinc_binding_protein/FUSD,0,0,0,0,0,0,0,0,0,1
MEG_2093/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORD,0,7,0,7,0,1,0,10,5,4
MEG_6691/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,2,0,0
MEG_7045/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,173,151,198,247,194,198,196,176,161,165
MEG_6105/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,166,75,110,193,113,181,129,93,85,100
MEG_4005/Metals/Multi_metal_resistance/Multi_metal_ABC_efflux_pumps/MODB,0,4,2,2,0,1,0,0,3,3
MEG_7172/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,0,6,0,4,10,2,4,6,0
MEG_968/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,1,3,0,0,0,0,0,0,0
MEG_4741/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,24,0,0
MEG_7832/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YGJH,0,0,0,14,0,0,0,16,18,0
MEG_7140/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,32,24,72,64,50,102,58,54,56,52
