gene_accession,COR03u_t2_M_ON,COR02e_t2_M_ON,COR01u_t2_M_ON,COR01e_t2_M_ON,COR05e_t2_M_ON,COR04e_t2_M_ON,COR03e_t2_M_ON,COR05u_t2_M_ON,COR04u_t2_M_ON,COR02u_t2_M_ON
MEG_5408/Drugs/betalactams/Penicillin_binding_protein/PBP3/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,30,0
MEG_6695/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_6631/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,2,7,6,34,2,10,12,2,2,10
MEG_5364/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,45,0,0,26,0,0,0,94
MEG_739/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_7829/Metals/Copper_resistance/Copper_resistance_regulator/YFMP,0,0,0,0,0,0,0,58,28,0
MEG_2027/Metals/Copper_resistance/Copper_resistance_protein/COPA,0,0,0,0,0,0,0,0,0,18
MEG_1164/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ARSCM,0,0,8,0,0,0,0,0,6,0
MEG_47/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC3,0,0,0,0,0,0,0,0,22,0
MEG_3069/Drugs/Fusidic_acid/Ribosomal_zinc_binding_protein/FUSD,0,0,0,0,0,14,0,0,46,0
MEG_845/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_6634/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,62,59,9,116,16,29,25,27,20,142
MEG_3749/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTC,0,0,0,0,0,0,126,0,25,0
MEG_6900/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,3,0,0,0,0,0,0
MEG_6632/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,68,62,26,131,26,20,19,8,26,116
MEG_7310/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,1932,6806,1427,4081,1820,2463,2433,2173,1337,7013
MEG_1287/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAI,0,0,0,0,0,4,0,6,8,16
MEG_3831/Drugs/Lipopeptides/Lysocin_resistant_mutant/MENA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,36,0
MEG_5825/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACC,0,0,0,0,0,0,0,0,8,0
MEG_4578/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,10,0
MEG_3986/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1512,1468,1829,0,0,1780,1879,1597,956,3055
MEG_7846/Metals/Zinc_resistance/Zinc_resistance_protein/ZEVB,0,0,0,0,0,0,0,24,50,0
MEG_950/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_3736/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/MDFA,0,0,0,0,0,0,16,0,0,0
MEG_2877/Biocides/Phenolic_compound_resistance/Phenolic_resistance_protein/FABL,0,0,0,0,14,0,0,0,0,0
MEG_398/Metals/Arsenic_resistance/Arsenic_resistance_membrane_transporter/ACR3,48,114,96,0,56,62,116,86,90,218
MEG_7515/Drugs/Glycopeptides/VanM_type_regulator/VANSM,0,0,0,0,0,0,0,72,76,0
MEG_3016/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSC,0,0,0,0,0,24,0,0,24,0
MEG_3760/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/MDTK,0,0,0,0,0,0,0,0,8,0
MEG_7087/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETJ,0,0,0,0,0,0,0,0,20,0
MEG_2958/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,2,0,0
MEG_6831/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_3170/Drugs/betalactams/Class_B_betalactamases/GRD,0,0,0,0,0,14,0,0,0,0
MEG_1231/Metals/Copper_resistance/Copper_resistance_regulator/BHSA,0,60,0,0,4,22,0,0,0,0
MEG_1600/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,3,0,0,0,0,0,0
MEG_3791/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,0,0,0,0,42,0
MEG_1489/Drugs/betalactams/Class_B_betalactamases/CAM,0,0,0,0,0,0,0,0,0,82
MEG_7228/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,30,55,22,43,10,16,38,22,15,74
MEG_2844/Drugs/MLS/23S_rRNA_methyltransferases/ERMR,7,0,0,0,132,0,0,272,908,0
MEG_1210/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,0,0,0,0,11,0,0,0
MEG_6096/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,56,0,0,0,0,0,0,0
MEG_7083/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,162,131,37,494,56,61,14,71,34,128
MEG_894/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,3,0,0,0,0,0,0
MEG_4378/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/OTRA,0,102,0,0,0,0,0,0,0,0
MEG_6512/Drugs/betalactams/Class_B_betalactamases/SIM,0,0,0,0,0,0,0,0,8,0
MEG_6093/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,760,1989,813,901,763,953,1833,1365,591,3354
MEG_7018/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,21,0,0,6,0,0,0,11
MEG_7241/Drugs/Tetracyclines/Tetracycline_inactivation_enzymes/TETX,0,0,0,0,0,0,0,0,12,0
MEG_2093/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORD,0,0,0,0,0,0,0,0,2,0
MEG_3222/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,62,0,0,0,0,0,0,0,57
MEG_735/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_2452/Metals/Multi_metal_resistance/Multi_metal_RND_efflux_regulator/CUSR,0,0,0,0,0,0,0,6,0,0
MEG_826/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,0,0,0,0,0,16,0
MEG_17/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC2_PRIME,0,0,0,0,0,24,0,16,30,0
MEG_3018/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSD,0,0,0,0,0,0,0,0,12,0
MEG_6047/Drugs/Rifampin/RNA_polymerase_binding_protein/RBPA,0,0,0,0,4,0,10,0,0,6
MEG_5816/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTS,0,6,0,0,7,0,49,8,0,2
MEG_3876/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,4,0,0,0,0,0,0,8,0
MEG_2121/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,0,0,7,14,10,0
MEG_1488/Metals/Multi_metal_resistance/Multi_metal_resistance_regulator/CADX,0,82,64,0,12,32,60,60,18,90
MEG_2670/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/DRRA,0,0,0,0,0,30,0,0,0,68
MEG_3395/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,16,0
MEG_6106/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,384,1151,231,330,274,532,730,498,393,1152
MEG_2552/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,0,0,10,0,0
MEG_6864/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_965/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_7590/Drugs/Glycopeptides/VanL_type_resistance_protein/VANXYL,0,0,0,0,0,8,0,0,0,0
MEG_1211/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/BCR,0,0,0,0,0,0,9,0,0,0
MEG_730/Drugs/betalactams/Penicillin_binding_protein/AMPH,0,0,0,0,0,0,36,26,0,0
MEG_4283/Drugs/betalactams/Mutant_porin_proteins/OMP37,0,0,0,0,0,0,16,0,0,0
MEG_3988/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1481,4449,814,2424,578,946,2022,1256,857,3977
MEG_1739/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/CMEB,0,0,0,0,0,0,0,0,82,0
MEG_6878/Drugs/betalactams/Class_A_betalactamases/TEM,4,0,0,0,0,0,0,0,0,0
MEG_8250/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,986,2389,777,2323,447,1396,664,687,469,4623
MEG_2434/Drugs/betalactams/Class_A_betalactamases/CTX,445,1557,366,1374,537,720,590,517,405,1755
MEG_1010/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,110,0,130,224,0
MEG_4183/Drugs/Metronidazole/nim_nitroimidazole_reductase/NIME,0,0,0,0,0,0,0,0,16,0
MEG_5347/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,154,333,57,0,89,118,103,94,78,289
MEG_407/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,0,0,0,0,0,21,0,0,0
MEG_6582/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,24,24,24,82,13,18,7,12,25,86
MEG_2768/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,12,0,14,30,0
MEG_740/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,2,0,0,0,0,0,0
MEG_6126/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,338,908,142,0,185,393,459,422,174,744
MEG_8101/Drugs/Metronidazole/fxr_nitroimidazole_reductase/FXRA/RequiresSNPConfirmation,0,0,0,0,0,22,0,26,8,0
MEG_8450/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,21,49,0,0,0,28,22,26,24,61
MEG_2/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,4860,14046,3369,7146,4471,6090,5727,5051,3563,14830
MEG_7150/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,21,0,10,2,0,4,0,0,53
MEG_7301/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,168,467,102,300,74,146,160,114,95,685
MEG_989/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT6,0,0,0,0,0,0,82,0,16,0
MEG_3603/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,0,0,0,0,0,0,18,0
MEG_2083/Metals/Copper_resistance/Copper_resistance_regulator/COPZ,12,0,0,0,4,0,0,4,8,0
MEG_7169/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,24,74,22,96,9,33,50,29,6,114
MEG_4742/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,56,0
MEG_6627/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULII,80,72,21,113,14,25,32,12,14,143
MEG_6782/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_3757/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTJ,0,0,0,0,0,0,0,0,6,0
MEG_6070/Drugs/Aminoglycosides/16S_rRNA_methyltransferases/RMTE,0,0,0,0,0,0,0,0,12,0
MEG_3353/Drugs/betalactams/Class_B_betalactamases/IMP,0,0,0,0,0,0,0,0,8,0
MEG_7028/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,7,30,0,0,6,4,0,0,13
MEG_2572/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,10,0
MEG_6838/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_3802/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,0,0,0,0,4,0,8,4,0
MEG_2835/Drugs/MLS/23S_rRNA_methyltransferases/ERMG,0,0,0,0,0,0,0,0,8,0
MEG_2723/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRASM,0,0,0,0,0,0,0,0,0,76
MEG_1603/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,6,0,0,0,0,0,0
MEG_3201/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,34,0,0,73,131,22,54,0
MEG_6901/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_3067/Drugs/Fusidic_acid/Ribosomal_zinc_binding_protein/FUSB,0,0,0,0,0,0,0,0,12,0
MEG_6108/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,694,125,0,0,209,236,232,185,657
MEG_3240/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,0,26,34,0,36,96,0
MEG_3247/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,0,0,0,0,34,0,0,48
MEG_7009/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET56,0,0,0,0,0,0,0,0,32,0
MEG_6910/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_7089/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETK,0,0,0,0,0,0,0,76,0,0
MEG_3626/Drugs/Lipopeptides/Colistin_resistant_mutant/LPXA/RequiresSNPConfirmation,0,0,0,0,0,14,0,26,26,0
MEG_801/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_7273/Biocides/Phenolic_compound_resistance/Phenolic_RND_efflux_pump/TRIB,0,64,0,0,0,0,0,0,0,0
MEG_384/Drugs/betalactams/Class_C_betalactamases/ACC,0,0,0,0,0,0,0,4,0,0
MEG_7234/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,8,76,26,48,28,18,22,14,9,74
MEG_2847/Drugs/MLS/23S_rRNA_methyltransferases/ERMT,24,73,0,9,0,8,0,17,0,0
MEG_4291/Drugs/Multi_drug_resistance/Multi_drug_RND_efflux_pumps/OPCM,0,0,10,0,0,0,0,0,0,0
MEG_7167/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,4,39,2,34,20,8,18,6,0,54
MEG_1072/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_PRIME,0,0,0,0,0,0,0,14,26,0
MEG_701/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,0,0,0,0,10,0,0
MEG_6886/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_2716/Biocides/Multi_biocide_resistance/Multi_biocide_RND_efflux_pump/EMHB,0,0,0,0,0,0,51,0,0,0
MEG_1322/Drugs/betalactams/Class_A_betalactamases/BLAZ,0,0,0,0,0,0,0,0,22,0
MEG_4094/Drugs/Fosfomycin/Fosfomycin_target_mutation/MURA/RequiresSNPConfirmation,0,196,0,0,40,46,0,54,36,183
MEG_530/Drugs/betalactams/Class_C_betalactamases/ADC,0,0,0,0,0,0,0,0,22,0
MEG_6120/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,714,0,0,131,238,0,341,306,688
MEG_1701/Metals/Sodium_resistance/Sodium_resistance_protein/CHAA,0,0,0,0,0,0,49,24,0,0
MEG_7155/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,36,3,11,8,8,7,0,0,34
MEG_7308/Drugs/Elfamycins/EF_Tu_inhibition/TUFAB/RequiresSNPConfirmation,56,96,18,0,0,37,53,37,31,107
MEG_5850/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACK,0,14,0,0,0,0,0,0,0,0
MEG_8708/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,1,0,0,0,0,0,0
MEG_4/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,4581,12143,2640,8160,2398,4149,6652,4709,2179,14596
MEG_400/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRA,0,0,0,0,0,0,87,0,0,0
MEG_1097/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH6,15,144,26,71,0,26,23,20,18,119
MEG_3313/Drugs/betalactams/Class_A_betalactamases/IMI,0,0,0,0,0,22,0,0,20,0
MEG_4407/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,10,0
MEG_2649/Drugs/betalactams/Class_B_betalactamases/DIM,0,0,0,0,0,12,0,0,0,0
MEG_6103/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,512,177,0,134,196,0,255,204,563
MEG_7166/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,21,0,15,0,2,4,0,0,27
MEG_7164/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,0,13,0,9,4,6,7,0,0,25
MEG_1048/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH3_DPRIME,0,0,0,0,0,0,0,0,0,16
MEG_6140/Biocides/Multi_biocide_resistance/Multi_biocide_resistance_regulator/RPOS,0,1,0,0,0,0,0,0,0,0
MEG_749/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT2_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_145/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,6,0,0,0,8,0
MEG_6655/Multi_compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHA,0,0,0,0,0,0,18,0,0,0
MEG_3990/Drugs/MLS/Macrolide_resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,1236,2937,1043,1685,1009,1205,2248,1675,764,4126
MEG_7867/Metals/Zinc_resistance/Zinc_resistance_regulator/ZUR,0,0,0,0,0,0,20,0,0,0
MEG_406/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ACRD,0,0,0,0,0,0,22,0,0,0
MEG_7136/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,144,394,82,396,68,114,243,159,65,393
MEG_6685/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,2,0,0,0,0,0,0
MEG_7825/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/YFEC,126,374,64,0,100,106,102,130,98,458
MEG_1565/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,0,0,0,0,0,20,0
MEG_8686/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/RSMA,12,16,4,0,6,16,8,14,8,32
MEG_7838/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_SMR_efflux_pump/YKKC,0,0,0,0,16,0,0,0,16,0
MEG_6082/Multi_compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/ROBA,0,0,0,0,0,0,20,0,0,0
MEG_6845/Drugs/betalactams/Class_A_betalactamases/TEM,0,2,0,0,0,0,0,0,0,0
MEG_2624/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,10,0
MEG_1185/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/AXY,0,0,0,0,0,82,0,0,34,0
MEG_1476/Drugs/betalactams/Class_A_betalactamases/BRO,0,0,0,0,0,0,0,0,12,0
MEG_2788/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,1,0,0,1,0,0,0
MEG_6109/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,275,692,128,232,133,342,247,245,158,1044
MEG_1015/Drugs/Aminoglycosides/Aminoglycoside_O_phosphotransferases/APH2_DPRIME,0,0,0,0,0,18,0,16,26,0
MEG_313/Drugs/Aminoglycosides/Aminoglycoside_N_acetyltransferases/AAC6_PRIME,0,0,0,0,0,0,0,10,12,0
MEG_3233/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,63
MEG_4209/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,0,0,0,24,0,32,18,0
MEG_4574/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,14,0
MEG_2091/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/CORC,0,80,26,0,0,0,63,12,0,0
MEG_4170/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKC,0,0,0,0,0,0,28,0,0,0
MEG_7472/Drugs/Glycopeptides/VanC_type_regulator/VANRC,0,60,0,0,0,0,38,0,0,0
MEG_7624/Drugs/MLS/Streptogramin_A_O_acetyltransferase/VATD,0,0,0,0,0,0,0,14,10,0
MEG_886/Drugs/Aminoglycosides/Aminoglycoside_O_nucleotidyltransferases/ANT3_DPRIME,0,0,0,1,0,0,0,0,0,0
MEG_4665/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,20,0,30
MEG_2672/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/DSBA,0,0,0,0,0,0,2,0,0,0
MEG_5830/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,0,0,3,0,0,0,0,0,0
MEG_6175/Multi_compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SDEY,0,0,0,0,0,0,93,70,60,0
MEG_8148/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,150,57,0,41,70,0,0,44,0
MEG_5965/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,0,0,0,8,0
MEG_5334/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,94,0,0,0
MEG_1111/Drugs/betalactams/Class_A_betalactamases/ARL,0,0,0,0,0,0,0,0,16,0
MEG_3429/Drugs/Mycobacterium_tuberculosis_specific_Drug/Isoniazid_resistant_mutant/INHA/RequiresSNPConfirmation,0,0,0,0,0,12,0,0,0,0
MEG_6597/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/SULI,0,0,0,7,0,0,0,0,2,2
MEG_3597/Drugs/Multi_drug_resistance/Multi_drug_ABC_efflux_pumps/LMRD,0,0,0,0,0,110,92,90,144,0
MEG_6142/Drugs/Mycobacterium_tuberculosis_specific_Drug/Pyrazinamide_resistant_mutant/RPSA/RequiresSNPConfirmation,272,628,254,110,268,297,567,451,161,1097
MEG_8674/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB,703,2050,867,907,695,944,1761,1362,596,3600
MEG_2772/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,90,0,0,28,86,0,58,86,160
MEG_3/Drugs/Aminoglycosides/Aminoglycoside_resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1069,2851,848,1446,912,1101,1863,1437,755,3457
MEG_2963/Drugs/Sulfonamides/Sulfonamide_resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,28,28,0
MEG_4835/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,0,10,0
MEG_1122/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/ARNA,0,0,0,0,0,0,33,24,0,0
MEG_6131/Drugs/Rifampin/Rifampin_resistant_beta_subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,200,671,155,345,237,265,284,233,174,665
MEG_7853/Metals/Multi_metal_resistance/Multi_metal_resistance_protein/ZNTA,0,0,0,0,0,0,85,0,0,0
MEG_3250/Drugs/Aminocoumarins/Aminocoumarin_resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,58,12,0,0,0,0,35,0,57
MEG_8653/Drugs/Fluoroquinolones/Quinolone_resistance_protein_Qnr/QNRB,0,0,0,0,0,0,6,0,0,0
MEG_7024/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,5,100,1,0,18,17,0,2,14
MEG_3191/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,69
MEG_3080/Biocides/Acid_resistance/Acid_resistance_regulator/GADE,0,0,0,0,0,0,0,10,0,0
MEG_5331/Drugs/Fluoroquinolones/Fluoroquinolone_resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,60,0,0,90,93
MEG_7173/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,32,110,38,92,36,44,73,36,18,164
MEG_5749/Drugs/betalactams/Class_B_betalactamases/PEDO,0,0,0,0,0,26,0,0,42,0
MEG_7060/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,2,0,0,0,0,0,4,0,0,6
