gene_accession,CAC04u_t2_M_AB,CAC04e_t2_M_AB,CAC05u_t2_M_AB,CAC05e_t2_M_AB,CAC02u_t2_M_MB,CAC03u_t2_M_MB,CAC02e_t2_M_MB,CAC01u_t2_M_AB,CAC01e_t2_M_AB,CAC03e_t2_M_MB
MEG_6112/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,161,72,97,75,173,90,110,133,294,103
MEG_701/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEN,0,0,0,0,18,0,0,0,0,0
MEG_3998/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/MNTH,62,29,25,0,29,21,37,0,53,82
MEG_3882/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR,0,0,0,12,12,0,10,66,0,0
MEG_3857/Metals/Mercury_resistance/Mercury_resistance_protein/MERC,0,0,0,0,0,0,12,0,0,0
MEG_6631/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,14,4,0,0,27,4,2,0,0,2
MEG_8714/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET63,62,0,0,0,86,0,0,0,0,0
MEG_2083/Metals/Copper_resistance/Copper_resistance_regulator/COPZ,0,0,12,8,4,16,0,6,0,0
MEG_6577/Biocides/Multi-biocide_resistance/Multi-biocide_SMR_efflux_pump/SUGE,14,0,0,0,0,4,0,0,0,0
MEG_6519/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMDA,80,39,0,0,82,0,95,60,176,79
MEG_7876/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,3,0,0,1,0,0,0
MEG_6957/Metals/Tellurium_resistance/Tellurium_resistance_protein/TERC,18,0,0,0,0,0,10,0,0,0
MEG_4662/Drugs/betalactams/Class_D_betalactamases/OXA,0,22,0,20,0,0,0,24,0,0
MEG_8456/Drugs/betalactams/Penicillin_binding_protein/PBP2/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,94
MEG_699/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADEL,0,0,0,0,0,0,0,0,26,0
MEG_6139/Drugs/Lipopeptides/Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC/RPOCL/RequiresSNPConfirmation,3255,1966,2209,2073,3156,1844,2290,3021,4571,2596
MEG_1095/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH6,7,6,5,20,14,15,18,2,36,62
MEG_2896/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECE,17,0,0,0,0,0,0,0,0,0
MEG_3744/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,64,0,0,0,32,0,0,0,67,31
MEG_8690/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/SALD,86,78,110,98,110,52,42,108,108,116
MEG_7069/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,0,4,8,0,10,37,37,12,0,21
MEG_4123/Metals/Nickel_resistance/Nickel_MFS_efflux_regulator/NCRBN,0,0,0,4,0,0,0,0,0,0
MEG_493/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,0,7
MEG_8010/Drugs/betalactams/Class_A_betalactamases/CARB,14,0,0,0,0,0,0,0,0,0
MEG_1641/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_pumps/CDEA,0,0,0,0,0,0,0,20,0,0
MEG_3228/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,33
MEG_1195/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,62,0,0,0,20,30,0,0,0,29
MEG_2977/Drugs/betalactams/Class_A_betalactamases/FONA,0,0,0,0,0,0,0,0,8,0
MEG_1602/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATB/RequiresSNPConfirmation,0,0,0,4,0,0,0,0,0,0
MEG_378/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/ABES,0,0,6,0,0,0,0,0,0,0
MEG_3182/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,242,257,146,123,338,178,181,284,414,172
MEG_2779/Drugs/MLS/23S_rRNA_methyltransferases/ERM42,0,0,14,12,0,0,0,16,32,0
MEG_5403/Drugs/betalactams/Penicillin_binding_protein/PBP2,0,0,0,0,4,0,0,4,0,0
MEG_6619/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,35,12,10,8,53,13,12,0,8,6
MEG_6609/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,4,0,0,0
MEG_7229/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,59,64,34,32,168,89,115,71,133,132
MEG_2912/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,24,0,0,0,0,54,0,0,175
MEG_703/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ADER,0,0,0,12,0,10,0,0,0,0
MEG_7228/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,12,8,8,30,22,26,4,8,16
MEG_2045/Metals/Copper_resistance/Copper_resistance_protein/COPC,0,0,0,0,0,0,0,22,0,0
MEG_6583/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,0,0,0,2
MEG_3751/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MDTE,46,0,0,0,8,17,12,0,0,0
MEG_2459/Metals/Copper_resistance/Copper_resistance_protein/CUTO,0,0,0,0,0,0,0,0,0,34
MEG_5815/Metals/Arsenic_resistance/Arsenic_resistance_protein/PSTC,138,38,26,30,88,39,60,54,112,88
MEG_2793/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,2,6,9,31,6,16,0,16,4
MEG_6655/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHA,20,0,0,0,4,6,10,0,24,6
MEG_4282/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,13,0,0,0,0,0,4,0,3,10
MEG_452/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,3,0,0
MEG_7201/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,0,0,0,0,16,0,0,0,0
MEG_2960/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,58,0,70,38,54,0,0,0
MEG_7472/Drugs/Glycopeptides/VanC-type_regulator/VANRC,64,0,36,38,68,46,0,54,0,0
MEG_6568/Drugs/betalactams/Class_C_betalactamases/SRT,0,0,0,0,0,0,4,0,0,0
MEG_391/Drugs/betalactams/Class_C_betalactamases/ACC,8,2,0,0,0,0,0,0,0,9
MEG_7146/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,52,34,58,36,186,125,76,64,114,114
MEG_3028/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSX,0,0,0,0,0,0,0,0,0,42
MEG_7471/Drugs/Glycopeptides/VanC-type_regulator/VANRC,42,30,18,20,0,24,0,80,80,0
MEG_6163/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,9,0,0,0,0,0
MEG_3232/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,14,0,0
MEG_3919/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXN,0,0,0,0,0,0,0,62,0,0
MEG_7079/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETG,0,0,0,0,72,0,0,0,0,51
MEG_3800/Drugs/betalactams/Penicillin_binding_protein/MECC,0,0,0,0,0,0,0,72,0,0
MEG_4575/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,0,0,8,0,0
MEG_2873/Biocides/Phenolic_compound_resistance/Triclosan-resistant_mutation/FABG/RequiresSNPConfirmation,159,68,35,22,63,48,48,35,70,54
MEG_5329/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,22,0,76,0,38,0,54,0
MEG_6633/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,42,16,3,8,92,28,20,2,25,28
MEG_5846/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACG,0,4,0,0,0,0,0,4,0,0
MEG_6616/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,1,1,0,8,0,0,0
MEG_1298/Drugs/betalactams/Penicillin_binding_protein_regulator/BLAR,0,0,0,0,0,0,0,60,0,0
MEG_7121/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,58,70,73,68,362,235,225,100,230,206
MEG_1461/Drugs/Glycopeptides/Bleomycin_resistance_protein/BLM,0,0,0,0,0,0,0,0,0,20
MEG_6611/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,0,8,0,0,7
MEG_409/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,76,0,0,0,65,25,21,0,0,60
MEG_7177/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETO,8,4,2,0,14,14,12,6,12,10
MEG_6091/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,81
MEG_3188/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,126,77,71,95,184,107,114,136,192,166
MEG_7222/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,0,0,0,4,16,6,0,5,7,8
MEG_3748/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTB,48,0,0,0,24,0,18,15,43,55
MEG_8151/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,108,85,88,52,92,68,90,100,222,121
MEG_8679/Drugs/Oxazolidinone/Oxazolidinone-resistant_23S_rRNA_mutation/RRL/RequiresSNPConfirmation,663,412,317,286,700,413,427,505,1147,404
MEG_6127/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,91,0,42,0,0,0,0,0,96,61
MEG_6123/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,195,185,99,156,158,122,193,126,294,184
MEG_6632/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,59,29,28,31,162,23,41,0,22,38
MEG_3288/Biocides/Peroxide_resistance/Peroxide_resistance_stress_protein/IBPB,0,0,0,0,2,2,3,4,17,2
MEG_6527/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/SME,0,0,0,0,0,0,0,0,75,87
MEG_4026/Drugs/MLS/Macrolide_phosphotransferases/MPH,0,0,0,0,0,0,0,0,0,80
MEG_7474/Drugs/Glycopeptides/VanC-type_regulator/VANRC,50,22,26,20,28,24,0,38,0,0
MEG_5398/Drugs/Fluoroquinolones/Fluoroquinolone_ABC_efflux_pump/PATB,0,0,0,0,0,0,6,0,0,0
MEG_338/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,10,0,0
MEG_6147/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RRSH/RequiresSNPConfirmation,5100,3646,3287,3071,4371,3114,3609,3986,5767,4076
MEG_6514/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/SITB,16,14,0,0,0,43,18,0,27,48
MEG_6113/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,2845,2000,1910,1814,2316,1855,2688,2122,3100,2692
MEG_8065/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,12,0,0,0,24,30,0,20,16,12
MEG_3175/Drugs/Lipopeptides/Daptomycin-resistant_mutant/GSHF/RequiresSNPConfirmation,0,0,0,116,0,0,0,604,618,0
MEG_7298/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_regulator/TTGV,0,0,0,22,0,0,0,0,0,0
MEG_411/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,22,0,0,0,20,43,18,24,19,34
MEG_8289/Drugs/Multi-drug_resistance/MDR_mutant_porin_proteins/OMPK/RequiresSNPConfirmation,0,0,0,0,0,0,31,0,0,72
MEG_1189/Drugs/Bacitracin/Undecaprenyl_pyrophosphate_phosphatase/BACA,22,4,0,6,6,4,2,2,10,16
MEG_3731/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/MCR,0,0,0,0,0,0,12,0,0,0
MEG_7837/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_protein/YJCG,171,16,7,26,77,32,64,50,63,76
MEG_7543/Drugs/Glycopeptides/VanG-type_accessory_protein/VANWG,0,0,0,0,0,0,0,16,0,0
MEG_2723/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/EMRASM,0,0,0,22,0,0,0,0,0,22
MEG_3767/Drugs/betalactams/Penicillin_binding_protein/MECA,0,0,0,0,66,0,0,0,0,0
MEG_5342/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,37,28,0,0,28,0,36,22,78,26
MEG_1010/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,0,0,0,0,76,0,0,0,78
MEG_7105/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,60,58,91,55,316,206,231,112,219,183
MEG_3514/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNE,0,0,0,0,0,0,4,5,0,10
MEG_7329/Drugs/Fosfomycin/Fosfomycin_target_mutation/UHPT/RequiresSNPConfirmation,0,40,0,0,0,0,0,0,0,0
MEG_7301/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,278,164,100,142,342,203,207,173,418,278
MEG_369/Drugs/Fosfomycin/Fosfomycin_MFS_efflux_pump/ABAF,0,0,0,0,48,0,0,0,0,0
MEG_7145/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,43,36,68,20,226,105,100,54,114,100
MEG_1143/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSA,0,0,0,0,0,0,0,0,0,71
MEG_7082/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,26,45,62,70,445,120,110,14,45,163
MEG_6622/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,64,24,24,21,117,40,33,4,17,42
MEG_3845/Metals/Mercury_resistance/Mercury_resistance_protein/MERA,0,0,0,0,0,18,0,0,0,0
MEG_6097/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,279,300,283,283,324,237,230,259,394,388
MEG_2794/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,4,4,0,5,4,2,2,8,10,4
MEG_490/Drugs/betalactams/Class_C_betalactamases/ACT,0,0,0,0,0,0,0,0,4,0
MEG_1050/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,0,0,0,0,0,0,0,20,0,0
MEG_333/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,1,0,0,0,0,0,10
MEG_7017/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,103,66,32,0,0,36
MEG_1122/Drugs/Cationic_antimicrobial_peptides/Polymyxin_B_resistance_regulator/ARNA,29,0,0,0,0,0,22,0,0,33
MEG_3746/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,38,12,0,0,98,64,45,47,0,107
MEG_7123/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,7,9,14,8,46,18,28,11,27,64
MEG_1305/Drugs/betalactams/Class_A_betalactamases/BLASGM,0,0,0,0,0,0,0,0,0,22
MEG_6165/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,0,0,24,0,16,0,0,0
MEG_1019/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,31,10,13,32,23,8,20,4,31,90
MEG_763/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,2,0,5,0,0,0,0,0,0
MEG_7052/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,323,238,255,251,374,258,321,180,365,443
MEG_4061/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/MSBA,156,0,47,0,80,54,34,61,54,108
MEG_5382/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,327,234,239,180,333,200,212,209,251,207
MEG_4327/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,6,5,0,8
MEG_1194/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,164,0,0,0,50,0,30,34,93,58
MEG_3251/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRC/RequiresSNPConfirmation,935,532,671,438,686,558,608,631,692,669
MEG_4069/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/MSRA,0,0,0,0,0,0,82,0,0,0
MEG_316/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,18,0,0
MEG_2670/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/DRRA,0,0,2,0,0,0,0,0,0,0
MEG_1/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,1685,1214,1319,920,1753,1165,776,1821,2701,1091
MEG_2771/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,66,70,0,82,0,32,80,74
MEG_998/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,32,0,42,42,30,38,62,98,0
MEG_7392/Drugs/Glycopeptides/VanG-type_resistance_protein/VANG,0,0,0,0,0,0,0,0,0,32
MEG_2718/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/EMHC,0,0,0,30,0,22,0,0,0,0
MEG_3296/Drugs/Mupirocin/Mupirocin-resistant_isoleucyl-tRNA_synthetase/ILES/RequiresSNPConfirmation,264,213,178,243,377,211,226,444,708,266
MEG_3873/Metals/Mercury_resistance/Mercury_resistance_protein/MERP,0,2,0,0,0,0,0,0,0,0
MEG_4110/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/NALD/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,20,0
MEG_4355/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,8,3,0,20
MEG_7/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,6991,6239,4460,5843,7338,4722,3777,8734,14443,6440
MEG_7442/Drugs/Glycopeptides/VanI-type_resistance_protein/VANI,0,0,0,0,0,0,0,4,0,0
MEG_4214/Drugs/Aminocoumarins/Aminocoumarin_efflux_pump/NOVA,0,0,0,0,0,0,0,0,0,94
MEG_4033/Drugs/MLS/Macrolide_phosphotransferases/MPHB,145,0,0,0,0,0,0,0,44,0
MEG_2756/Drugs/MLS/23S_rRNA_methyltransferases/ERM,0,0,0,0,0,0,20,0,0,0
MEG_2796/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,0,0,0,2,2,2,0,16,6,0
MEG_2624/Drugs/Trimethoprim/Dihydrofolate_reductase/DHFR/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,14
MEG_3206/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,565,453,209,316,680,342,422,462,1288,388
MEG_1009/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH2-DPRIME,0,0,0,0,0,0,0,50,0,18
MEG_2893/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/FECD,32,0,0,0,0,0,0,0,0,0
MEG_2696/Drugs/betalactams/Class_B_betalactamases/EBR,0,0,0,20,0,0,0,0,0,16
MEG_1180/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/ASMA,62,0,0,0,34,8,38,0,0,0
MEG_3913/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/MEXG,0,0,0,0,0,0,0,0,0,6
MEG_6630/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,67,20,15,23,113,49,30,3,18,47
MEG_7855/Metals/Zinc_resistance/Zinc_resistance_protein/ZNUA,17,0,0,0,17,6,6,23,28,18
MEG_5378/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,106,116,0,0,76,0,148
MEG_4337/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,6,0,0
MEG_7139/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,9,0,0,11,18,11,35,5,14,18
MEG_7296/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/TTGR,26,0,0,0,0,0,0,0,0,0
MEG_4204/Biocides/Paraquat_resistance/Paraquat_resistance_protein/NMPC,0,0,0,0,12,0,0,0,6,10
MEG_4009/Metals/Multi-metal_resistance/Multi-metal_ABC_efflux_pumps/MODC,35,0,0,0,38,0,12,23,0,0
MEG_3989/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,255,198,0,162,284,0,0,171,280,170
MEG_2690/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBB,4,0,0,0,0,2,0,0,0,0
MEG_8634/Drugs/Lipopeptides/Colistin-resistant_mutant/PMRAR/RequiresSNPConfirmation,34,0,0,0,7,4,0,0,11,10
MEG_4368/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,4,0,0,0
MEG_6625/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,85,36,30,18,133,42,35,4,22,46
MEG_2898/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_ABC_efflux_pumps/FETA,86,68,0,0,104,44,72,75,74,82
MEG_2662/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/DPR,0,0,0,0,0,0,0,0,10,0
MEG_7263/Biocides/Multi-biocide_resistance/Multi-biocide_RND_efflux_pump/TOLC,35,0,0,0,10,13,19,14,25,12
MEG_6130/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,38,56,0,42,50,38,54,60,138,50
MEG_5388/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,120,80,0,66,90,0,100,76,120,128
MEG_6963/Drugs/Tetracyclines/Tetracycline-resistant_16S_ribosomal_subunit_protein/TET16S/RequiresSNPConfirmation,2214,1589,1750,1424,2512,1506,1279,2259,3100,1355
MEG_2091/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CORC,58,34,16,13,42,33,28,26,41,21
MEG_1247/Drugs/betalactams/Class_A_betalactamases/BLAA,0,0,0,18,32,0,26,24,0,0
MEG_2456/Metals/Copper_resistance/Copper_resistance_protein/CUTC,20,0,0,0,0,12,8,0,0,0
MEG_6624/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,60,26,19,29,99,42,40,2,22,71
MEG_4210/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORB,0,0,0,54,0,0,0,82,0,0
MEG_7634/Drugs/MLS/Streptogramin_A_O-acetyltransferase/VATI,0,0,0,0,16,0,0,0,18,0
MEG_2678/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,2,0
MEG_6119/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,162,0,120,228,196,160,214,263,152
MEG_3008/Drugs/Fosfomycin/Fosfomycin_thiol_transferases/FOSB,0,0,0,0,0,10,0,0,0,0
MEG_2017/Metals/Copper_resistance/Copper_resistance_regulator/COMR,8,0,0,0,0,10,4,4,0,24
MEG_2831/Drugs/MLS/23S_rRNA_methyltransferases/ERMF,0,24,0,0,0,26,0,0,0,0
MEG_6873/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_2430/Drugs/betalactams/Class_A_betalactamases/CTX,0,4,0,14,0,0,0,36,24,0
MEG_5774/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/PFR,0,0,0,0,0,0,0,0,0,26
MEG_8242/Drugs/Multi-drug_resistance/MDR_mutation/MDR/RequiresSNPConfirmation,272,214,146,114,257,0,212,198,308,228
MEG_2695/Drugs/betalactams/Class_B_betalactamases/EBR,0,0,0,0,0,12,0,0,0,0
MEG_3612/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUE,0,6,0,0,0,10,0,0,0,0
MEG_2124/Metals/Copper_resistance/Copper_resistance_protein/CRDA,0,0,8,0,36,0,12,24,16,34
MEG_3236/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,54,24
MEG_3201/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,86,68,62,50,72,0,66,95,79,149
MEG_5352/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,68,0
MEG_101/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,2,0,0,0
MEG_148/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,1,0,0,0
MEG_1544/Drugs/betalactams/Class_A_betalactamases/CARB,22,0,0,28,26,0,10,0,0,0
MEG_2955/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,12,0,0,0,0,8,0,0,0,6
