gene_accession,HBB06e_t2_M_BC,HBB06u_t2_M_BC,HBB07u_t2_M_BC,HBB07e_t2_M_BC,HBB10e_t2_M_BC,HBB08e_t2_M_BC,HBB09e_t2_M_BC,HBB08u_t2_M_BC,HBB09u_t2_M_BC,HBB10u_t2_M_BC
MEG_3248/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,0,0,0,22,0,0,0,0,18
MEG_7043/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,142,202,248,142,249,201,93,124,245,294
MEG_7841/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YODB,0,0,0,0,2,0,0,0,0,4
MEG_7315/Drugs/Elfamycins/EF-Tu_inhibition/TUFAB/RequiresSNPConfirmation,92,129,216,117,140,133,120,195,173,346
MEG_6092/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,0,0,18,0,0,0,0,0,0
MEG_3076/Biocides/Acid_resistance/Acid_resistance_protein/GADA,0,0,12,0,6,0,0,0,0,0
MEG_7016/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,29,0,0,0,0,0,0,98
MEG_2980/Drugs/betalactams/Class_A_betalactamases/FONA,0,0,0,0,0,0,5,0,0,0
MEG_1164/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,0,0,0,0,5,0,0,0,1,2
MEG_3129/Drugs/betalactams/Class_A_betalactamases/GES,0,0,0,1,0,16,0,0,1,0
MEG_6866/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6760/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,2
MEG_6699/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,4,0,2,0,0,2
MEG_8/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/A16S/RequiresSNPConfirmation,847,1343,2203,1326,3405,2160,2108,2506,2424,2188
MEG_6805/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,6,2
MEG_1057/Drugs/Aminoglycosides/Aminoglycoside_O-phosphotransferases/APH3-DPRIME,5,17,3,0,9,1,9,10,5,3
MEG_6973/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TET33,0,0,0,19,0,0,0,0,0,0
MEG_7111/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,57,49,53,165,191,122,40,223,314,166
MEG_7230/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,2,3,4,18,7,14,4,6,8,8
MEG_5379/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,23,29,32,21,31,67,31
MEG_7825/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEC,96,128,162,70,126,132,122,116,114,224
MEG_4122/Metals/Multi-metal_resistance/Multi-metal_MFS_efflux_regulator/NCRB,0,0,0,0,0,0,0,0,2,0
MEG_1179/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_regulator/ASMA,0,0,0,0,0,0,0,0,0,22
MEG_6519/Biocides/Multi-biocide_resistance/Multi-biocide_ABC_efflux_pump/SMDA,0,0,0,0,0,0,0,0,25,0
MEG_2960/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,26,0,34,0,0,0,0
MEG_762/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT3-DPRIME,0,0,0,0,0,0,0,0,2,0
MEG_8676/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RPSE/RequiresSNPConfirmation,0,4,0,0,0,0,0,0,0,0
MEG_3278/Metals/Copper_resistance/Copper_resistance_protein/HPCOPP,4,10,0,0,12,16,0,4,6,10
MEG_1182/Biocides/Acid_resistance/Acid_resistance_protein/ASR,0,0,0,0,0,1,0,0,0,0
MEG_7864/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/ZRAS,0,0,6,0,17,0,0,0,0,6
MEG_4358/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,4,0
MEG_3601/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,12,0,0,0,0,0,0,0
MEG_8712/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,2
MEG_415/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRS,0,0,2,0,6,0,0,0,0,8
MEG_3246/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,107,100,53,213,131,73,91,158,208
MEG_6669/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_8153/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,0,0,0,0,68,0,0,0,0
MEG_1727/Drugs/Multi-drug_resistance/MDR_23S_ribosomal_RNA_methyltransferase/CLBB,9,0,0,0,29,0,4,27,6,14
MEG_8708/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_3836/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MATE_efflux_regulator/MEPR,0,0,6,0,0,0,0,0,0,0
MEG_6122/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,26,39,40,53,46,63,0,45,53
MEG_8678/Drugs/Aminoglycosides/Aminoglycoside-resistant_16S_ribosomal_subunit_protein/RPSL/RequiresSNPConfirmation,122,176,130,70,104,150,159,58,200,160
MEG_3199/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,68,76,114,172,112,0,92,110,170
MEG_5850/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACK,0,12,4,0,0,0,0,0,6,0
MEG_4177/Metals/Nickel_resistance/Nickel_ABC_efflux_regulator/NIKR,0,0,1,0,2,0,0,0,9,2
MEG_7020/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,2,0,0,0,0,5,0,0,0,10
MEG_1284/Drugs/betalactams/Class_C_betalactamases/BLAEC,0,0,0,0,13,0,0,0,0,0
MEG_6128/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,77,71,88,168,168,130,91,123,155,197
MEG_6714/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,2,0,0,0,0,0,0,0
MEG_256/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,0,18,0,0
MEG_6154/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/RUVBM,0,5,0,0,0,0,8,0,0,0
MEG_2952/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,16,34,52,0,22,24
MEG_3648/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/LSAE,0,0,0,0,0,12,0,0,0,0
MEG_6778/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_4209/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_MFS_efflux_pumps/NORA,0,0,0,0,0,0,0,0,0,22
MEG_3757/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MDTJ,0,0,2,0,2,0,0,0,0,2
MEG_5422/Metals/Copper_resistance/Copper_resistance_protein/PCOD,0,0,0,0,0,0,0,0,104,0
MEG_6619/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,9,9,8,5,4,8,14,12,8,35
MEG_6695/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,0,0
MEG_6676/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_7124/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,35,21,16,76,46,35,26,28,56,66
MEG_6803/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,2,0,4,0
MEG_8288/Drugs/betalactams/Mutant_porin_proteins/OMPA,0,42,0,30,97,116,73,0,203,136
MEG_8446/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,0,0,0,0,0,14,0,0,9
MEG_7813/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YCHH,0,0,2,0,0,0,0,0,0,8
MEG_4369/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXB,0,0,0,0,0,0,0,0,0,4
MEG_6118/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,173,167,291,527,1272,1100,524,672,1539,670
MEG_7135/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,41,28,30,79,53,53,30,39,98,88
MEG_3608/Drugs/MLS/Lincosamide_nucleotidyltransferases/LNUA,0,0,32,0,0,0,0,0,0,0
MEG_6050/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/RCNR,0,0,2,0,0,0,0,0,0,0
MEG_7084/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETH,41,27,18,9,51,51,6,68,19,100
MEG_5392/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,58,73,76,169,201,176,49,180,283,138
MEG_6610/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,0,0,4,0,0,0,0
MEG_6862/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,0,0,0,2,4
MEG_7194/Drugs/Tetracyclines/Tetracycline_transcriptional_repressor/TETR/RequiresSNPConfirmation,87,127,82,37,169,208,11,173,85,319
MEG_5321/Biocides/Multi-biocide_resistance/Multi-biocide_resistance_regulator/OXYRKP,6,0,4,0,12,0,5,4,6,13
MEG_3627/Drugs/Lipopeptides/Colistin-resistant_mutant/LPXC/RequiresSNPConfirmation,24,0,0,14,12,32,0,0,22,28
MEG_409/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRF,0,0,0,0,31,0,0,0,0,0
MEG_4173/Metals/Nickel_resistance/Nickel_ABC_efflux_pumps/NIKE,0,0,0,0,9,0,0,0,0,10
MEG_2792/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,30,14,30,66,111,56,36,105,163,72
MEG_402/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/ACRB,0,0,0,0,12,0,0,0,28,16
MEG_2124/Metals/Copper_resistance/Copper_resistance_protein/CRDA,0,0,0,0,4,0,0,0,0,0
MEG_7472/Drugs/Glycopeptides/VanC-type_regulator/VANRC,0,0,0,34,0,26,0,14,28,24
MEG_7214/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,10,2,12,31,18,28,10,38,67,30
MEG_5329/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,0,22,0,0,0,0,0,0,108,0
MEG_7849/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ZINT,0,0,14,0,0,0,0,0,0,38
MEG_255/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,0,0,0,0,0,6,0,0,0
MEG_7608/Drugs/Glycopeptides/VanF-type_accessory_protein/VANYF,8,0,1,0,26,4,8,14,4,15
MEG_1151/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSBM,0,0,0,0,0,0,0,0,60,2
MEG_3255/Biocides/Acid_resistance/Acid_resistance_protein/HDEB,0,0,2,0,0,0,0,0,0,0
MEG_5334/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/PARC/RequiresSNPConfirmation,35,0,0,0,43,53,32,88,96,68
MEG_2791/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,18,18,27,90,68,43,31,45,97,50
MEG_3948/Metals/Multi-metal_resistance/Multi-metal_resistance_regulator/MGTA,0,0,26,0,71,0,0,0,46,46
MEG_3244/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/GYRBA/RequiresSNPConfirmation,0,100,106,64,112,88,111,0,67,134
MEG_6094/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,58,66,40,95,51,46,53,96,113
MEG_4061/Drugs/Multi-drug_resistance/Multi-drug_ABC_efflux_pumps/MSBA,0,0,30,24,48,0,40,0,18,52
MEG_5385/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,71,0,0,0,49,0
MEG_352/Drugs/Aminoglycosides/Aminoglycoside_N-acetyltransferases/AAC6-PRIME,0,48,0,0,0,0,0,0,0,0
MEG_7060/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETC,6,6,0,8,0,0,6,6,16,7
MEG_6117/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,47,62,53,74,132,75,47,79,93,91
MEG_6125/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,148,285,107,129,175,234,139,205,213,378
MEG_6501/Metals/Multi-metal_resistance/Multi-metal_RND_efflux_pumps/SILC,0,0,0,0,0,0,0,0,19,8
MEG_7229/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,26,22,31,37,14,34,9,16,64,58
MEG_2681/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/DSBA,0,0,0,0,0,0,0,0,2,0
MEG_6918/Drugs/betalactams/Class_A_betalactamases/TEM,2,0,0,0,0,6,2,0,10,4
MEG_4103/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/MVRC,0,0,2,0,2,0,0,0,0,0
MEG_7070/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,571,607,1078,561,975,717,380,555,786,1299
MEG_6906/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_2805/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,62,38,59,140,236,49,34,106,100,130
MEG_6108/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,268,0,159,268,240,249,0,210,331
MEG_3987/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,139,201,215,206,342,253,380,371,329,275
MEG_6929/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_6732/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_6099/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,35,46,46,44,52,55,35,108,95,95
MEG_7403/Drugs/Glycopeptides/VanA-type_resistance_protein/VANHA,0,0,0,0,6,0,0,0,0,0
MEG_3991/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,0,31,29,112,163,195,85,218,518,158
MEG_7480/Drugs/Glycopeptides/VanE-type_regulator/VANRE,0,48,0,0,48,0,0,0,0,0
MEG_6102/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,52,63,53,72,102,90,73,102,117,123
MEG_1586/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,0,0,0,3,0,0,0,0,0,0
MEG_1191/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAER,0,0,0,0,27,0,8,11,0,18
MEG_7017/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,28,0,0,0,0,0,0,62
MEG_2926/Drugs/Phenicol/Phenicol_resistance_MFS_efflux_pumps/FLOR,0,0,0,0,0,0,0,0,0,4
MEG_6713/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,2
MEG_6851/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,0
MEG_1652/Biocides/Biguanide_resistance/Biguanide_cation_efflux/CEPAB,0,0,0,0,16,6,15,0,14,20
MEG_7199/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETS,0,0,4,0,10,14,0,6,6,0
MEG_1218/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/BCRCM,0,0,0,0,0,0,0,0,0,24
MEG_1161/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/ARSCM,0,0,1,0,8,0,0,0,0,0
MEG_2494/Drugs/Trimethoprim/Dihydrofolate_reductase/DFRA,0,0,0,0,0,2,0,0,0,0
MEG_3187/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,19,0,22,15,16,23,0,19
MEG_3744/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_pumps/MDTA,0,0,0,0,0,0,0,0,0,17
MEG_8143/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GRLB/RequiresSNPConfirmation,0,0,0,0,36,26,0,0,21,0
MEG_3889/Metals/Mercury_resistance/Mercury_resistance_regulator/MERR2,0,0,0,0,0,0,0,4,0,0
MEG_992/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,0,0,4,0,4,0,0
MEG_7976/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/ARNT,0,0,0,0,0,0,0,0,22,74
MEG_3144/Drugs/Fosfomycin/Fosfomycin_target_mutation/GLPT/RequiresSNPConfirmation,0,0,6,0,35,0,23,0,10,21
MEG_6176/Drugs/Multi-drug_resistance/Multi-drug_RND_efflux_pumps/SDIA,0,0,0,0,0,0,0,0,0,71
MEG_1194/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_RND_efflux_regulator/BAES,0,0,0,0,0,0,0,0,0,30
MEG_6705/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_990/Drugs/Aminoglycosides/Aminoglycoside_O-nucleotidyltransferases/ANT6,0,0,0,0,22,0,36,30,36,0
MEG_1722/Metals/Copper_resistance/Copper_resistance_protein/CINA,0,5,0,0,0,0,0,0,0,0
MEG_7026/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETA,0,0,0,0,0,2,0,0,0,9
MEG_3722/Drugs/Lipopeptides/Colistin_phosphoethanolamine_transferase/MCR,0,0,0,0,0,36,0,0,0,0
MEG_3068/Drugs/Fusidic_acid/Ribosomal_zinc-binding_protein/FUSC,0,0,12,0,0,0,0,0,0,0
MEG_6139/Drugs/Lipopeptides/Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC/RPOCL/RequiresSNPConfirmation,1302,1595,2312,2085,3107,2676,1579,2163,2587,3394
MEG_413/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/ACRR/RequiresSNPConfirmation,0,0,0,0,5,0,27,0,10,2
MEG_6821/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_6133/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,96,68,84,146,207,124,84,139,166,187
MEG_2701/Biocides/Acid_resistance/Acid_resistance_protein/EEFA,0,0,0,0,0,0,0,0,0,22
MEG_6656/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/TEHB,0,2,4,10,14,0,0,0,26,1
MEG_6807/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,2,2
MEG_6159/Drugs/Nucleosides/Streptothricin_acetyltransferase/SAT,0,0,2,0,0,0,0,0,2,0
MEG_6790/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,0,0,4,0
MEG_3802/Drugs/betalactams/Penicillin_binding_protein_regulator/MECI,0,4,0,0,0,0,0,0,0,0
MEG_4279/Drugs/betalactams/Mutant_porin_proteins/OMP36/RequiresSNPConfirmation,0,0,0,0,3,0,0,0,0,2
MEG_7069/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETD,4,0,0,8,0,0,12,12,12,15
MEG_6110/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,66,86,80,160,203,131,114,129,209,208
MEG_8150/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,18,0,0,11,29,32,19,0,17
MEG_5208/Drugs/betalactams/Class_D_betalactamases/OXA,0,0,0,0,0,1,0,0,0,0
MEG_6910/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,4,0,0,2,0
MEG_6943/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,0
MEG_3227/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,12,0,0,0,0,0,0,0
MEG_2948/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,1
MEG_2009/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/CNRB,0,0,0,0,0,0,0,20,0,0
MEG_3240/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRB/RequiresSNPConfirmation,0,67,30,42,72,68,0,55,103,32
MEG_2799/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,54,49,56,170,179,168,75,111,328,198
MEG_7342/Drugs/Glycopeptides/VanA-type_resistance_protein/VANA,0,0,0,0,12,0,0,0,0,0
MEG_6754/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,2,0,4,4
MEG_4334/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_pumps/OQXA,0,0,0,0,0,0,0,0,0,4
MEG_2119/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_RND_efflux_regulator/CPXAR,0,0,0,0,10,0,0,0,0,2
MEG_2881/Drugs/betalactams/Class_A_betalactamases/FAR1,0,0,0,0,0,0,0,16,0,0
MEG_5829/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/QACEDELTA1,0,0,0,0,0,0,0,0,0,1
MEG_3078/Biocides/Acid_resistance/Acid_resistance_protein/GADB,0,0,2,0,7,0,0,0,0,6
MEG_6638/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,41,17,17,24,24,39,23,24,25,82
MEG_7823/Metals/Multi-metal_resistance/Multi-metal_resistance_protein/YFEA,0,20,0,0,24,18,20,26,42,33
MEG_6914/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,0,2
MEG_3136/Drugs/betalactams/Class_A_betalactamases/GIL,0,0,0,0,0,0,0,0,0,5
MEG_7122/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETM,3,16,9,28,23,22,11,28,30,23
MEG_2794/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,17,27,15,34,69,25,19,35,54,54
MEG_7838/Multi-compound/Drug_and_biocide_and_metal_resistance/Drug_and_biocide_and_metal_SMR_efflux_pump/YKKC,10,0,0,0,0,0,0,0,0,0
MEG_6107/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,89,149,95,155,109,113,84,109,252
MEG_8671/Drugs/MLS/Macrolide-resistant_50S_rRNA_mutation/RPLD/RequiresSNPConfirmation,128,143,169,100,204,182,124,124,232,239
MEG_6131/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,185,185,250,202,312,256,132,211,260,333
MEG_5384/Drugs/Aminocoumarins/Aminocoumarin-resistant_DNA_topoisomerases/PARE/RequiresSNPConfirmation,0,0,0,0,25,0,0,0,17,0
MEG_6633/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,26,10,17,13,13,25,14,22,13,61
MEG_3225/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,54,0,0,50,83,50
MEG_1575/Drugs/Phenicol/Chloramphenicol_acetyltransferases/CATA,36,1,15,18,30,0,23,18,10,14
MEG_7224/Drugs/Tetracyclines/Tetracycline_resistance_ribosomal_protection_proteins/TETW,12,2,15,14,18,46,12,8,16,25
MEG_7038/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETB,112,132,175,144,214,127,57,76,158,261
MEG_396/Metals/Iron_resistance/Iron_resistance_protein/ACN,393,250,478,470,299,613,278,397,665,567
MEG_2964/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/FOLP/RequiresSNPConfirmation,0,0,0,0,1,4,0,0,0,0
MEG_6600/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULI,0,0,0,2,0,0,0,0,0,0
MEG_2802/Drugs/MLS/23S_rRNA_methyltransferases/ERMB,7,5,4,18,22,14,10,17,33,17
MEG_3641/Drugs/MLS/MLS_resistance_ABC_efflux_pumps/LSA,0,0,0,0,0,74,0,54,0,0
MEG_3992/Drugs/MLS/Macrolide-resistant_23S_rRNA_mutation/MLS23S/RequiresSNPConfirmation,12625,9752,14699,31424,35087,30594,15736,22746,40136,31216
MEG_3178/Drugs/Fluoroquinolones/Fluoroquinolone-resistant_DNA_topoisomerases/GYRA/RequiresSNPConfirmation,0,0,0,0,19,0,0,0,0,0
MEG_6135/Drugs/Rifampin/Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB/RPOB/RequiresSNPConfirmation,0,41,65,48,54,53,38,32,53,90
MEG_7835/Multi-compound/Biocide_and_metal_resistance/Biocide_and_metal_resistance_protein/YIEF,0,0,1,4,6,2,10,0,6,0
MEG_6777/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,0,0,0,4,4
MEG_6632/Drugs/Sulfonamides/Sulfonamide-resistant_dihydropteroate_synthases/SULII,22,14,26,20,44,50,13,16,19,100
MEG_3515/Multi-compound/Drug_and_biocide_resistance/Drug_and_biocide_SMR_efflux_pumps/KPNF,0,0,0,2,0,0,4,0,0,2
MEG_6720/Drugs/betalactams/Class_A_betalactamases/TEM,0,0,0,0,0,2,2,0,0,2
MEG_7090/Drugs/Tetracyclines/Tetracycline_resistance_MFS_efflux_pumps/TETK,0,0,0,4,0,0,0,0,0,0
